order_id,customer_id,customer_name,customer_email,phone_number,shipping_address,city,state,pincode,order_date,category,product_name,quantity,price_per_unit,total_amount,payment_method,order_status
OD262222920826,CUST419578,Suresh Joshi,suresh.joshi781@example.com,9100153966,"Flat 347, Society C, Chennai",Chennai,Tamil Nadu,124584,2025-03-14 03:05:01,Home Appliances,Blender,1,2250,2250,Debit Card,Processing
OD345116879684,CUST229822,Anjali Bose,anjali.bose900@example.com,9566997545,"Flat 44, Society D, Ahmedabad",Ahmedabad,Gujarat,256208,2025-03-14 05:33:00,Books,Novel,1,299,299,Cash on Delivery,Delivered
OD050156039835,CUST569707,Suresh Kumar,suresh.kumar628@example.com,9766189810,"Flat 336, Society D, Delhi",Delhi,Delhi,235379,2025-03-14 17:06:08,Electronics,Smartwatch,1,2499,2499,Cash on Delivery,Delivered
OD291197721994,CUST373116,Suresh Patel,suresh.patel306@example.com,9752896937,"Flat 60, Society A, Jaipur",Jaipur,Rajasthan,218099,2025-03-14 20:59:08,Home Appliances,Blender,1,2250,2250,UPI,Delivered
OD724597958675,CUST632036,Pooja Verma,pooja.verma613@example.com,9914703812,"Flat 451, Society C, Lucknow",Lucknow,Uttar Pradesh,641055,2025-03-14 22:37:25,Home,Bedsheet,3,799,2397,Debit Card,Delivered
OD527993041299,CUST687462,Suresh Gupta,suresh.gupta135@example.com,9104971819,"Flat 117, Society B, Pune",Pune,Maharashtra,829374,2025-03-15 00:12:16,Health,Protein Powder,1,1899,1899,UPI,Delivered
OD746087090774,CUST365803,Anjali Das,anjali.das26@example.com,9653679290,"Flat 431, Society A, Bengaluru",Bengaluru,Karnataka,319209,2025-03-15 02:08:57,Fashion,T-Shirt,1,499,499,Credit Card,Delivered
OD330830867079,CUST108641,Rohit Verma,rohit.verma352@example.com,9035724995,"Flat 296, Society C, Chennai",Chennai,Tamil Nadu,695152,2025-03-15 03:00:30,Electronics,Smartwatch,3,2499,7497,UPI,Delivered
OD916170375780,CUST472826,Priya Singh,priya.singh676@example.com,9795269394,"Flat 195, Society C, Mumbai",Mumbai,Maharashtra,378458,2025-03-15 03:06:38,Health,Protein Powder,1,1899,1899,UPI,Delivered
OD534282681562,CUST869960,Sneha Iyer,sneha.iyer650@example.com,9109938448,"Flat 179, Society C, Nagpur",Nagpur,Maharashtra,727669,2025-03-15 04:47:42,Books,Novel,1,299,299,UPI,Delivered
OD498157383860,CUST134954,Vikram Joshi,vikram.joshi700@example.com,9580068508,"Flat 161, Society C, Bengaluru",Bengaluru,Karnataka,702261,2025-03-15 04:54:52,Home,Bedsheet,2,799,1598,UPI,Delivered
OD033447803613,CUST760275,Rahul Reddy,rahul.reddy8@example.com,9133048336,"Flat 221, Society C, Jaipur",Jaipur,Rajasthan,833250,2025-03-15 07:45:03,Fashion,T-Shirt,1,499,499,Credit Card,Delivered
OD398905137595,CUST837068,Suresh Joshi,suresh.joshi52@example.com,9063707447,"Flat 172, Society A, Delhi",Delhi,Delhi,768203,2025-03-15 09:50:04,Accessories,Backpack,4,899,3596,Credit Card,Delivered
OD175824327891,CUST406559,Rohit Das,rohit.das270@example.com,9749407951,"Flat 446, Society C, Jaipur",Jaipur,Rajasthan,426974,2025-03-15 14:48:08,Home Appliances,Blender,2,2250,4500,Cash on Delivery,Shipped
OD387467192474,CUST279240,Karan Bose,karan.bose894@example.com,9088305966,"Flat 403, Society B, Hyderabad",Hyderabad,Telangana,780706,2025-03-15 15:34:34,Fashion,T-Shirt,1,499,499,Cash on Delivery,Delivered
OD050613339771,CUST732364,Arjun Das,arjun.das895@example.com,9151573702,"Flat 454, Society C, Kanpur",Kanpur,Uttar Pradesh,474939,2025-03-15 19:12:29,Home,Bedsheet,1,799,799,UPI,Delivered
OD906317292072,CUST717856,Sneha Patel,sneha.patel417@example.com,9512357219,"Flat 28, Society C, Hyderabad",Hyderabad,Telangana,540440,2025-03-15 20:13:36,Electronics,Smartphone,1,12999,12999,Credit Card,Delivered
OD673017363927,CUST747482,Ramesh Verma,ramesh.verma620@example.com,9908386615,"Flat 299, Society C, Ahmedabad",Ahmedabad,Gujarat,434337,2025-03-16 00:32:39,Books,Novel,1,299,299,UPI,Delivered
OD536755397303,CUST305091,Kavita Nair,kavita.nair686@example.com,9777159744,"Flat 381, Society B, Chennai",Chennai,Tamil Nadu,757166,2025-03-16 02:01:43,Home,Bedsheet,3,799,2397,UPI,Delivered
OD259729361202,CUST907053,Rohit Joshi,rohit.joshi822@example.com,9214417250,"Flat 349, Society B, Ahmedabad",Ahmedabad,Gujarat,545585,2025-03-16 02:22:12,Home Appliances,Blender,1,2250,2250,UPI,Cancelled
OD692492703034,CUST787763,Pooja Iyer,pooja.iyer536@example.com,9064276455,"Flat 448, Society B, Kanpur",Kanpur,Uttar Pradesh,859693,2025-03-16 09:14:27,Home,Bedsheet,1,799,799,Net Banking,Delivered
OD002530702868,CUST747296,Arjun Singh,arjun.singh287@example.com,9971210527,"Flat 390, Society C, Chennai",Chennai,Tamil Nadu,473518,2025-03-16 23:20:39,Books,Novel,3,299,897,Cash on Delivery,Cancelled
OD593434053458,CUST635876,Kavita Iyer,kavita.iyer671@example.com,9612693798,"Flat 161, Society C, Ahmedabad",Ahmedabad,Gujarat,142924,2025-03-17 02:10:45,Fashion,Jeans,2,1299,2598,UPI,Delivered
OD968247638734,CUST428143,Amit Deshmukh,amit.deshmukh117@example.com,9025633507,"Flat 284, Society B, Delhi",Delhi,Delhi,788562,2025-03-17 02:12:10,Accessories,Backpack,1,899,899,Cash on Delivery,Returned
OD710886929881,CUST617107,Pooja Bose,pooja.bose299@example.com,9904730082,"Flat 341, Society D, Lucknow",Lucknow,Uttar Pradesh,686716,2025-03-17 03:28:29,Home,Bedsheet,1,799,799,UPI,Returned
OD470986097655,CUST664720,Neha Chauhan,neha.chauhan970@example.com,9562704381,"Flat 293, Society D, Delhi",Delhi,Delhi,772285,2025-03-17 04:46:22,Books,Novel,1,299,299,UPI,Delivered
OD352939567556,CUST476232,Suresh Deshmukh,suresh.deshmukh296@example.com,9543604849,"Flat 161, Society A, Ahmedabad",Ahmedabad,Gujarat,712842,2025-03-17 06:37:55,Electronics,Smartwatch,3,2499,7497,Cash on Delivery,Processing
OD919559129197,CUST199489,Sneha Verma,sneha.verma293@example.com,9282496456,"Flat 41, Society D, Chennai",Chennai,Tamil Nadu,339554,2025-03-17 07:49:47,Home Appliances,Blender,1,2250,2250,Debit Card,Shipped
OD612132620936,CUST813197,Rohit Verma,rohit.verma954@example.com,9732186269,"Flat 377, Society D, Ahmedabad",Ahmedabad,Gujarat,378384,2025-03-17 10:01:31,Fashion,T-Shirt,2,499,998,Cash on Delivery,Delivered
OD414915974468,CUST286419,Vikram Sharma,vikram.sharma352@example.com,9287463874,"Flat 194, Society D, Ahmedabad",Ahmedabad,Gujarat,851717,2025-03-17 17:24:00,Electronics,Smartphone,1,12999,12999,Credit Card,Delivered
OD710651480607,CUST954408,Rohit Gupta,rohit.gupta849@example.com,9658808550,"Flat 32, Society A, Pune",Pune,Maharashtra,735150,2025-03-17 19:30:29,Electronics,Wireless Earbuds,1,1999,1999,UPI,Delivered
OD070439800900,CUST981714,Suresh Verma,suresh.verma810@example.com,9287555934,"Flat 181, Society A, Delhi",Delhi,Delhi,657542,2025-03-17 21:52:27,Fashion,Jeans,3,1299,3897,UPI,Delivered
OD709526706962,CUST189394,Vikram Singh,vikram.singh498@example.com,9357736228,"Flat 45, Society C, Bengaluru",Bengaluru,Karnataka,162320,2025-03-17 22:41:53,Electronics,Laptop,1,54990,54990,Cash on Delivery,Delivered
OD837382250845,CUST183192,Kavita Reddy,kavita.reddy53@example.com,9706566283,"Flat 397, Society A, Pune",Pune,Maharashtra,607546,2025-03-18 00:37:55,Home,Bedsheet,3,799,2397,UPI,Cancelled
OD639512487467,CUST726381,Neha Joshi,neha.joshi617@example.com,9053306694,"Flat 459, Society A, Mumbai",Mumbai,Maharashtra,142000,2025-03-18 04:11:31,Home Appliances,Blender,2,2250,4500,Cash on Delivery,Delivered
OD795780541861,CUST226446,Ramesh Patel,ramesh.patel432@example.com,9367381034,"Flat 232, Society A, Pune",Pune,Maharashtra,284288,2025-03-18 06:23:44,Home Appliances,Blender,1,2250,2250,Cash on Delivery,Delivered
OD321059214883,CUST652746,Anjali Das,anjali.das610@example.com,9776844271,"Flat 197, Society D, Ahmedabad",Ahmedabad,Gujarat,593664,2025-03-18 07:00:23,Fashion,Running Shoes,1,1599,1599,Debit Card,Delivered
OD025230758889,CUST890206,Rohit Verma,rohit.verma461@example.com,9843308311,"Flat 275, Society B, Chennai",Chennai,Tamil Nadu,227750,2025-03-18 13:42:12,Fashion,T-Shirt,1,499,499,UPI,Shipped
OD240885119127,CUST308444,Kavita Singh,kavita.singh565@example.com,9340933253,"Flat 152, Society A, Ahmedabad",Ahmedabad,Gujarat,657446,2025-03-18 14:50:25,Electronics,Smartphone,5,12999,64995,Debit Card,Delivered
OD174545334796,CUST988807,Anjali Bose,anjali.bose678@example.com,9914469800,"Flat 58, Society D, Delhi",Delhi,Delhi,694317,2025-03-18 20:46:30,Accessories,Backpack,2,899,1798,Debit Card,Delivered
OD144982922333,CUST344349,Ramesh Iyer,ramesh.iyer23@example.com,9075376744,"Flat 109, Society D, Lucknow",Lucknow,Uttar Pradesh,465649,2025-03-18 21:46:02,Fashion,Jeans,1,1299,1299,UPI,Cancelled
OD765606211864,CUST899050,Sneha Singh,sneha.singh344@example.com,9925965027,"Flat 47, Society B, Nagpur",Nagpur,Maharashtra,214756,2025-03-18 22:03:35,Fashion,T-Shirt,1,499,499,Debit Card,Shipped
OD086908684627,CUST560639,Vikram Deshmukh,vikram.deshmukh806@example.com,9299711114,"Flat 291, Society B, Pune",Pune,Maharashtra,886262,2025-03-19 19:17:29,Home,Bedsheet,1,799,799,UPI,Delivered
OD212466208733,CUST181411,Sneha Iyer,sneha.iyer752@example.com,9673951075,"Flat 32, Society C, Bengaluru",Bengaluru,Karnataka,159004,2025-03-19 20:48:04,Health,Protein Powder,1,1899,1899,UPI,Delivered
OD206582075808,CUST998965,Anjali Singh,anjali.singh868@example.com,9407934929,"Flat 438, Society D, Chennai",Chennai,Tamil Nadu,801356,2025-03-20 00:18:08,Home Appliances,Blender,3,2250,6750,Cash on Delivery,Delivered
OD427570375532,CUST603880,Karan Patel,karan.patel390@example.com,9094815055,"Flat 166, Society D, Bengaluru",Bengaluru,Karnataka,126597,2025-03-20 01:26:43,Accessories,Backpack,1,899,899,UPI,Delivered
OD454323203964,CUST594596,Pooja Deshmukh,pooja.deshmukh221@example.com,9045017183,"Flat 185, Society A, Chennai",Chennai,Tamil Nadu,686632,2025-03-20 05:38:53,Books,Novel,1,299,299,Credit Card,Delivered
OD602962265822,CUST544455,Anjali Deshmukh,anjali.deshmukh225@example.com,9340569306,"Flat 259, Society B, Bengaluru",Bengaluru,Karnataka,842228,2025-03-20 08:24:27,Electronics,Wireless Earbuds,1,1999,1999,Cash on Delivery,Returned
OD980110140306,CUST725911,Amit Verma,amit.verma350@example.com,9020971347,"Flat 171, Society D, Delhi",Delhi,Delhi,811278,2025-03-20 14:49:13,Home Appliances,Blender,1,2250,2250,Cash on Delivery,Delivered
OD973060425681,CUST244043,Kavita Chauhan,kavita.chauhan163@example.com,9949537330,"Flat 201, Society D, Mumbai",Mumbai,Maharashtra,854712,2025-03-20 15:01:33,Accessories,Backpack,3,899,2697,Credit Card,Delivered
OD906264413507,CUST575543,Kavita Deshmukh,kavita.deshmukh414@example.com,9820792623,"Flat 162, Society D, Hyderabad",Hyderabad,Telangana,621971,2025-03-20 19:52:55,Electronics,Smartphone,1,12999,12999,Cash on Delivery,Delivered
OD890335305040,CUST906433,Diya Bose,diya.bose817@example.com,9893614583,"Flat 491, Society C, Lucknow",Lucknow,Uttar Pradesh,155272,2025-03-21 00:22:23,Fashion,Running Shoes,1,1599,1599,Credit Card,Shipped
OD105671625843,CUST648283,Rahul Singh,rahul.singh899@example.com,9679883216,"Flat 425, Society A, Chennai",Chennai,Tamil Nadu,699571,2025-03-21 02:37:46,Home Appliances,Blender,1,2250,2250,Cash on Delivery,Delivered
OD742767104818,CUST281229,Pooja Bose,pooja.bose579@example.com,9700166251,"Flat 78, Society C, Delhi",Delhi,Delhi,346610,2025-03-21 03:17:48,Home,Bedsheet,1,799,799,Debit Card,Processing
OD224796702886,CUST138335,Anjali Patel,anjali.patel430@example.com,9963525448,"Flat 415, Society B, Pune",Pune,Maharashtra,143110,2025-03-21 04:16:09,Fashion,Running Shoes,1,1599,1599,UPI,Delivered
OD228269063799,CUST897814,Pooja Reddy,pooja.reddy286@example.com,9760944717,"Flat 470, Society C, Ahmedabad",Ahmedabad,Gujarat,608535,2025-03-21 05:39:13,Health,Protein Powder,1,1899,1899,Net Banking,Shipped
OD962385799729,CUST612134,Priya Patel,priya.patel471@example.com,9679409984,"Flat 157, Society D, Jaipur",Jaipur,Rajasthan,713677,2025-03-21 06:14:49,Fashion,Running Shoes,1,1599,1599,Debit Card,Cancelled
OD748515476771,CUST376393,Neha Deshmukh,neha.deshmukh317@example.com,9581325050,"Flat 132, Society C, Nagpur",Nagpur,Maharashtra,548628,2025-03-21 14:04:32,Fashion,Jeans,1,1299,1299,Net Banking,Cancelled
OD464652131238,CUST644855,Pooja Gupta,pooja.gupta560@example.com,9174714581,"Flat 145, Society C, Jaipur",Jaipur,Rajasthan,880845,2025-03-21 14:22:59,Fashion,Running Shoes,1,1599,1599,Cash on Delivery,Delivered
OD181877812701,CUST660404,Karan Sharma,karan.sharma576@example.com,9922350266,"Flat 332, Society D, Jaipur",Jaipur,Rajasthan,443866,2025-03-21 15:26:35,Fashion,Running Shoes,1,1599,1599,UPI,Delivered
OD866992969775,CUST914046,Suresh Verma,suresh.verma135@example.com,9406266643,"Flat 230, Society D, Lucknow",Lucknow,Uttar Pradesh,395999,2025-03-21 18:55:18,Electronics,Smartwatch,1,2499,2499,UPI,Delivered
OD036921736398,CUST320744,Karan Sharma,karan.sharma471@example.com,9589812554,"Flat 111, Society C, Delhi",Delhi,Delhi,603401,2025-03-21 19:11:30,Electronics,Smartphone,2,12999,25998,Credit Card,Delivered
OD184170795918,CUST732265,Sneha Chauhan,sneha.chauhan525@example.com,9142768043,"Flat 207, Society C, Hyderabad",Hyderabad,Telangana,136081,2025-03-21 19:58:23,Electronics,Laptop,3,54990,164970,Credit Card,Delivered
OD334520288237,CUST236114,Rahul Sharma,rahul.sharma537@example.com,9925171255,"Flat 138, Society D, Pune",Pune,Maharashtra,848066,2025-03-22 00:59:33,Electronics,Smartwatch,2,2499,4998,UPI,Delivered
OD308451529712,CUST844940,Sneha Verma,sneha.verma476@example.com,9047474958,"Flat 201, Society B, Jaipur",Jaipur,Rajasthan,383899,2025-03-22 03:35:13,Books,Novel,1,299,299,UPI,Delivered
OD735908535248,CUST685195,Arjun Iyer,arjun.iyer62@example.com,9889796905,"Flat 424, Society D, Ahmedabad",Ahmedabad,Gujarat,746889,2025-03-22 05:41:30,Fashion,Jeans,2,1299,2598,Credit Card,Delivered
OD556178042728,CUST765097,Suresh Nair,suresh.nair498@example.com,9722952474,"Flat 145, Society C, Bengaluru",Bengaluru,Karnataka,791341,2025-03-22 06:17:43,Electronics,Laptop,2,54990,109980,UPI,Returned
OD876909640952,CUST798723,Rahul Chauhan,rahul.chauhan801@example.com,9758820252,"Flat 121, Society D, Nagpur",Nagpur,Maharashtra,167304,2025-03-22 07:11:44,Accessories,Backpack,1,899,899,UPI,Delivered
OD193440235944,CUST592111,Amit Singh,amit.singh123@example.com,9316972833,"Flat 350, Society A, Chennai",Chennai,Tamil Nadu,675231,2025-03-22 07:13:55,Fashion,T-Shirt,2,499,998,UPI,Delivered
OD054019907844,CUST904967,Sneha Deshmukh,sneha.deshmukh308@example.com,9652597452,"Flat 347, Society B, Ahmedabad",Ahmedabad,Gujarat,717971,2025-03-22 07:33:02,Books,Novel,2,299,598,Cash on Delivery,Shipped
OD044637711622,CUST907713,Priya Gupta,priya.gupta710@example.com,9106167233,"Flat 147, Society A, Jaipur",Jaipur,Rajasthan,812385,2025-03-22 07:52:57,Accessories,Backpack,1,899,899,UPI,Delivered
OD974442947430,CUST417236,Rohit Chauhan,rohit.chauhan202@example.com,9478295941,"Flat 276, Society A, Kolkata",Kolkata,West Bengal,409530,2025-03-22 08:07:10,Accessories,Backpack,1,899,899,Cash on Delivery,Cancelled
OD914072993375,CUST907216,Priya Iyer,priya.iyer223@example.com,9688822800,"Flat 333, Society D, Hyderabad",Hyderabad,Telangana,187140,2025-03-22 12:14:51,Home,Bedsheet,1,799,799,UPI,Delivered
OD884598886897,CUST949239,Vikram Gupta,vikram.gupta242@example.com,9138426040,"Flat 388, Society D, Pune",Pune,Maharashtra,259979,2025-03-22 14:11:49,Accessories,Backpack,1,899,899,Debit Card,Delivered
OD313602288649,CUST650606,Vikram Joshi,vikram.joshi942@example.com,9994485058,"Flat 426, Society D, Delhi",Delhi,Delhi,351329,2025-03-22 14:18:07,Accessories,Backpack,1,899,899,UPI,Shipped
OD895247149010,CUST122208,Sneha Joshi,sneha.joshi444@example.com,9172805656,"Flat 469, Society D, Chennai",Chennai,Tamil Nadu,880769,2025-03-22 15:02:40,Accessories,Backpack,1,899,899,UPI,Delivered
OD684769555196,CUST601528,Diya Reddy,diya.reddy424@example.com,9717979366,"Flat 174, Society B, Chennai",Chennai,Tamil Nadu,653905,2025-03-22 19:29:37,Home,Bedsheet,4,799,3196,Cash on Delivery,Cancelled
OD281162352887,CUST985931,Sneha Bose,sneha.bose402@example.com,9086655450,"Flat 247, Society C, Jaipur",Jaipur,Rajasthan,162064,2025-03-22 19:57:27,Fashion,Running Shoes,1,1599,1599,Net Banking,Shipped
OD803590875029,CUST609267,Diya Nair,diya.nair649@example.com,9743267649,"Flat 92, Society C, Hyderabad",Hyderabad,Telangana,760169,2025-03-23 04:21:39,Electronics,Smartwatch,1,2499,2499,Cash on Delivery,Delivered
OD917319682930,CUST809198,Anjali Iyer,anjali.iyer515@example.com,9292019098,"Flat 310, Society B, Chennai",Chennai,Tamil Nadu,710266,2025-03-23 09:24:31,Health,Protein Powder,1,1899,1899,Debit Card,Processing
OD904087702363,CUST669230,Anjali Iyer,anjali.iyer445@example.com,9214280572,"Flat 10, Society D, Mumbai",Mumbai,Maharashtra,426216,2025-03-23 10:26:13,Electronics,Smartphone,1,12999,12999,UPI,Delivered
OD206536287705,CUST146590,Karan Reddy,karan.reddy968@example.com,9496726804,"Flat 129, Society A, Hyderabad",Hyderabad,Telangana,379304,2025-03-23 10:52:49,Electronics,Smartphone,1,12999,12999,Cash on Delivery,Delivered
OD195905880183,CUST665243,Pooja Nair,pooja.nair706@example.com,9693325065,"Flat 202, Society C, Mumbai",Mumbai,Maharashtra,894011,2025-03-23 14:09:25,Electronics,Smartphone,3,12999,38997,UPI,Delivered
OD577756244164,CUST777364,Neha Gupta,neha.gupta691@example.com,9360949163,"Flat 32, Society C, Kanpur",Kanpur,Uttar Pradesh,174853,2025-03-23 18:30:57,Fashion,T-Shirt,1,499,499,UPI,Delivered
OD569435877139,CUST923908,Rohit Das,rohit.das975@example.com,9535187697,"Flat 225, Society C, Kolkata",Kolkata,West Bengal,415407,2025-03-23 18:48:00,Electronics,Laptop,2,54990,109980,UPI,Delivered
OD684932121508,CUST679109,Amit Nair,amit.nair50@example.com,9254398098,"Flat 113, Society A, Mumbai",Mumbai,Maharashtra,762705,2025-03-23 20:27:28,Fashion,Jeans,1,1299,1299,UPI,Delivered
OD555626700712,CUST625683,Neha Nair,neha.nair934@example.com,9043342031,"Flat 211, Society D, Jaipur",Jaipur,Rajasthan,780851,2025-03-23 20:41:19,Home Appliances,Blender,1,2250,2250,UPI,Delivered
OD706191519516,CUST530556,Pooja Reddy,pooja.reddy676@example.com,9939907155,"Flat 135, Society B, Chennai",Chennai,Tamil Nadu,571330,2025-03-23 21:32:20,Fashion,Jeans,3,1299,3897,UPI,Delivered
OD360924215230,CUST379374,Arjun Joshi,arjun.joshi957@example.com,9779976702,"Flat 247, Society C, Pune",Pune,Maharashtra,787476,2025-03-23 23:34:37,Electronics,Wireless Earbuds,1,1999,1999,Cash on Delivery,Processing
OD556108082997,CUST278509,Anjali Sharma,anjali.sharma545@example.com,9482053958,"Flat 467, Society D, Delhi",Delhi,Delhi,210826,2025-03-24 01:44:38,Electronics,Smartphone,2,12999,25998,UPI,Processing
OD723394081804,CUST361639,Vikram Chauhan,vikram.chauhan721@example.com,9192832343,"Flat 338, Society A, Kolkata",Kolkata,West Bengal,209553,2025-03-24 03:07:01,Fashion,Running Shoes,1,1599,1599,UPI,Delivered
OD015853445580,CUST720072,Priya Singh,priya.singh452@example.com,9781463134,"Flat 469, Society B, Nagpur",Nagpur,Maharashtra,116466,2025-03-24 03:56:49,Home Appliances,Blender,1,2250,2250,UPI,Shipped
OD259924421332,CUST691418,Anjali Iyer,anjali.iyer296@example.com,9328198857,"Flat 493, Society A, Kolkata",Kolkata,West Bengal,749648,2025-03-24 07:10:05,Electronics,Laptop,1,54990,54990,UPI,Delivered
OD560340725060,CUST450572,Arjun Kumar,arjun.kumar177@example.com,9158729283,"Flat 414, Society B, Chennai",Chennai,Tamil Nadu,835539,2025-03-24 07:29:04,Electronics,Smartwatch,5,2499,12495,UPI,Delivered
OD690837120303,CUST434728,Karan Verma,karan.verma157@example.com,9747415352,"Flat 450, Society D, Mumbai",Mumbai,Maharashtra,615860,2025-03-24 08:59:36,Fashion,Jeans,1,1299,1299,UPI,Delivered
OD959641636917,CUST267915,Arjun Iyer,arjun.iyer71@example.com,9583588803,"Flat 268, Society C, Jaipur",Jaipur,Rajasthan,550647,2025-03-24 13:04:59,Accessories,Backpack,1,899,899,Credit Card,Delivered
OD655930787693,CUST323295,Karan Kumar,karan.kumar17@example.com,9282910018,"Flat 208, Society A, Kanpur",Kanpur,Uttar Pradesh,696346,2025-03-24 15:59:49,Books,Novel,1,299,299,UPI,Delivered
OD758489429138,CUST405104,Sneha Das,sneha.das970@example.com,9975105839,"Flat 453, Society D, Kolkata",Kolkata,West Bengal,445612,2025-03-24 21:57:15,Fashion,Running Shoes,1,1599,1599,Debit Card,Delivered
OD716231474743,CUST888967,Priya Verma,priya.verma154@example.com,9059635149,"Flat 116, Society B, Mumbai",Mumbai,Maharashtra,523108,2025-03-25 01:32:50,Electronics,Smartphone,1,12999,12999,UPI,Processing
OD768097137046,CUST650946,Neha Kumar,neha.kumar143@example.com,9001650392,"Flat 405, Society C, Hyderabad",Hyderabad,Telangana,675116,2025-03-25 03:52:46,Electronics,Smartphone,1,12999,12999,UPI,Delivered
OD842200297100,CUST808277,Ramesh Iyer,ramesh.iyer965@example.com,9866745575,"Flat 301, Society C, Jaipur",Jaipur,Rajasthan,226590,2025-03-25 04:44:44,Home Appliances,Blender,1,2250,2250,Credit Card,Shipped
OD729811264439,CUST447170,Anjali Nair,anjali.nair733@example.com,9191072376,"Flat 210, Society A, Ahmedabad",Ahmedabad,Gujarat,407163,2025-03-25 05:41:57,Electronics,Laptop,1,54990,54990,UPI,Delivered
OD114120432659,CUST949547,Arjun Gupta,arjun.gupta974@example.com,9434551531,"Flat 399, Society A, Lucknow",Lucknow,Uttar Pradesh,874601,2025-03-25 07:20:13,Fashion,T-Shirt,1,499,499,Debit Card,Delivered
OD540991227974,CUST522288,Anjali Nair,anjali.nair252@example.com,9208277841,"Flat 122, Society D, Kolkata",Kolkata,West Bengal,409952,2025-03-25 09:21:32,Home,Bedsheet,1,799,799,UPI,Delivered
OD896238559508,CUST935334,Kavita Nair,kavita.nair949@example.com,9448779056,"Flat 375, Society C, Pune",Pune,Maharashtra,896478,2025-03-25 09:36:43,Books,Novel,1,299,299,UPI,Delivered
OD964712435970,CUST596033,Suresh Singh,suresh.singh95@example.com,9205417610,"Flat 323, Society B, Jaipur",Jaipur,Rajasthan,550995,2025-03-25 11:59:36,Fashion,Jeans,1,1299,1299,Debit Card,Delivered
OD180627922152,CUST241259,Rohit Singh,rohit.singh528@example.com,9845476982,"Flat 174, Society C, Ahmedabad",Ahmedabad,Gujarat,156801,2025-03-25 14:57:48,Electronics,Smartphone,1,12999,12999,Debit Card,Delivered
OD247686635404,CUST198216,Neha Gupta,neha.gupta924@example.com,9371403799,"Flat 113, Society D, Mumbai",Mumbai,Maharashtra,476700,2025-03-25 17:03:04,Electronics,Smartphone,1,12999,12999,Cash on Delivery,Delivered
OD989842794907,CUST489129,Rohit Reddy,rohit.reddy713@example.com,9361037994,"Flat 218, Society B, Hyderabad",Hyderabad,Telangana,144437,2025-03-25 22:24:51,Accessories,Backpack,1,899,899,Cash on Delivery,Returned
OD751285733054,CUST520919,Pooja Gupta,pooja.gupta7@example.com,9940230084,"Flat 12, Society B, Pune",Pune,Maharashtra,601129,2025-03-26 01:11:20,Health,Protein Powder,1,1899,1899,Debit Card,Shipped
OD317051977584,CUST453820,Ramesh Joshi,ramesh.joshi544@example.com,9080882488,"Flat 28, Society A, Delhi",Delhi,Delhi,833929,2025-03-26 03:29:51,Books,Novel,1,299,299,UPI,Shipped
OD293857193777,CUST376458,Vikram Deshmukh,vikram.deshmukh792@example.com,9709108284,"Flat 447, Society B, Hyderabad",Hyderabad,Telangana,535295,2025-03-26 04:07:47,Books,Novel,1,299,299,Credit Card,Delivered
OD975748935727,CUST591562,Pooja Reddy,pooja.reddy350@example.com,9200704831,"Flat 14, Society B, Nagpur",Nagpur,Maharashtra,294524,2025-03-26 07:53:53,Home Appliances,Blender,1,2250,2250,UPI,Shipped
OD688645303441,CUST232166,Ramesh Bose,ramesh.bose992@example.com,9338453738,"Flat 313, Society C, Delhi",Delhi,Delhi,718217,2025-03-26 08:20:20,Fashion,T-Shirt,1,499,499,Debit Card,Shipped
OD180349849885,CUST432730,Rohit Iyer,rohit.iyer326@example.com,9731226182,"Flat 157, Society B, Kanpur",Kanpur,Uttar Pradesh,617550,2025-03-26 09:38:39,Fashion,Running Shoes,1,1599,1599,Debit Card,Returned
OD358123458477,CUST130099,Ramesh Chauhan,ramesh.chauhan894@example.com,9733701105,"Flat 315, Society C, Ahmedabad",Ahmedabad,Gujarat,742774,2025-03-26 14:58:15,Home Appliances,Blender,2,2250,4500,Cash on Delivery,Delivered
OD460861550803,CUST869693,Priya Gupta,priya.gupta22@example.com,9956630539,"Flat 148, Society A, Nagpur",Nagpur,Maharashtra,735169,2025-03-26 21:34:47,Home Appliances,Blender,1,2250,2250,Cash on Delivery,Delivered
OD910015700224,CUST918488,Rohit Reddy,rohit.reddy746@example.com,9203166211,"Flat 44, Society B, Kanpur",Kanpur,Uttar Pradesh,170894,2025-03-26 22:20:32,Home Appliances,Blender,5,2250,11250,Debit Card,Delivered
OD146857722585,CUST900065,Amit Singh,amit.singh736@example.com,9862953390,"Flat 120, Society D, Delhi",Delhi,Delhi,386871,2025-03-26 23:21:01,Books,Novel,1,299,299,Debit Card,Delivered
OD679758827489,CUST919782,Sneha Patel,sneha.patel786@example.com,9050716566,"Flat 401, Society C, Ahmedabad",Ahmedabad,Gujarat,217589,2025-03-27 00:30:08,Electronics,Smartphone,2,12999,25998,Cash on Delivery,Delivered
OD217180651156,CUST961145,Karan Chauhan,karan.chauhan879@example.com,9864367167,"Flat 29, Society D, Delhi",Delhi,Delhi,776500,2025-03-27 04:34:29,Electronics,Smartwatch,1,2499,2499,UPI,Delivered
OD636046275933,CUST447969,Priya Nair,priya.nair274@example.com,9075603779,"Flat 258, Society A, Delhi",Delhi,Delhi,648613,2025-03-27 05:02:55,Fashion,Jeans,2,1299,2598,Cash on Delivery,Cancelled
